Image,Total_Boxes,Retained_Boxes,Avg_Conf,Japanese_Text
tr_img_06633,5,5,0.9158,"(木) | (日) | シモキタ好きおススメの"
tr_img_06634,16,14,0.9506,"船橋津田沼千葉方面 | 千葉 | 快速 | 快速 | 津田呂 | 15円"
tr_img_06635,0,0,0.0000,""
tr_img_06636,8,8,0.9063,"うてつ | 水車町5丁目 | イワクラホーム前"
tr_img_06637,9,8,0.9084,"ここは | 南 | 西 | 北電興業(株)扱じ"
tr_img_06638,1,1,0.8119,"永扁染成鵜と釜飯"
tr_img_06639,8,7,0.9128,"お手洗 | レストラン街(アステイ東館) | ショッピング街 (バルシェ食彩館"
tr_img_06640,1,0,0.0000,""
tr_img_06641,3,3,0.9540,""
tr_img_06642,1,1,0.8600,"502号"
tr_img_06643,1,0,0.0000,""
tr_img_06644,4,4,0.9233,"ロ"
tr_img_06645,4,4,0.8560,"募集!!"
tr_img_06646,2,2,0.9338,"中の島1条3丁目"
tr_img_06647,1,1,0.9993,""
tr_img_06648,12,11,0.9754,"平日 | 9時 | まで受行 | 月火水木金土日祝 | 施術時間 | 午前 | 午後"
tr_img_06649,4,4,0.9986,"中原区 | 木月 | 2丁目"
tr_img_06650,0,0,0.0000,""
tr_img_06651,0,0,0.0000,""
tr_img_06652,1,0,0.0000,""
tr_img_06653,4,3,0.8711,"電話番号 | 年内ＰＭ８時まで登楽"
tr_img_06654,1,1,0.7394,""
tr_img_06655,2,1,0.9574,"高さ制限"
tr_img_06656,3,3,0.9763,"日本橋 | 形町"
tr_img_06657,3,3,0.9735,"芦花公園駅"
tr_img_06658,2,2,0.9173,"南13条西4目"
tr_img_06659,6,5,0.9062,"自動体タ式除細動器 | 設置しています"
tr_img_06660,2,1,0.9454,""
tr_img_06661,4,4,0.9365,"中原区 | 木月 | Q丁目"
tr_img_06662,1,1,0.8503,"信社にすつとまつすく"
tr_img_06663,6,6,0.9298,"江戻口 | 西口"
tr_img_06664,11,11,0.9206,"オッ | イケル | ハンバーグ | 480円 | 220円 | ライスセッ | 味噌汁付き) | おかわり目由 | 2戸 | だよ!"
tr_img_06665,2,2,0.8987,"新笑上橋"
tr_img_06666,10,8,0.9498,"中央区"
tr_img_06667,3,1,0.7167,"23-8823-8ら8"
tr_img_06668,12,12,0.9425,"総武線 (各駅停車) | 秋葉原 | 新宿 | 中野 | 上野方面"
tr_img_06669,4,4,0.9762,"中原区 | 木月 | 3丁目"
tr_img_06670,8,3,0.9404,"赤 | 尾張屋淆七板 | 江戸切絵図"
tr_img_06671,7,5,0.9115,"カレー総研公認 | カレー煮込み | カレー総研公認 | カレー煮込み"
tr_img_06672,0,0,0.0000,""
tr_img_06673,0,0,0.0000,""
tr_img_06674,2,2,0.8082,"ステーションポード"
tr_img_06675,8,8,0.9511,"本日の営業は | 終了いたしました。 | 営業時間"
tr_img_06676,2,1,0.9589,""
tr_img_06677,0,0,0.0000,""
tr_img_06678,3,3,0.8983,"南2条西8目"
tr_img_06679,4,3,0.9427,"ショッピング街 | (パルシェ)"
tr_img_06680,5,5,0.9698,"柳川公園 | 行先 | 調布市コミュニテイバス | 仙川駅 | 仙01"
tr_img_06681,2,1,1.0000,"小池"
tr_img_06682,1,1,0.7251,"オウスて5"
tr_img_06683,28,28,0.9732,"公共施設 | だいだいいろ | 文化施設 | おらさきいろ | 宿泊施設 | みどりいろ | 総合販売 | みすいろ | レジャー | ももいろ | 般建物 | ちゃいろ | お問い合わせは | 琴巷ジェイアール東日本企画 | 会社 | 交通媒体本部"
tr_img_06684,0,0,0.0000,""
tr_img_06685,2,1,0.9952,"目"
tr_img_06686,3,3,0.7711,"南フ条テア整旨院"
tr_img_06687,6,6,0.9879,"日吉 | 元住吉 | ひよし"
tr_img_06688,2,2,0.9070,"場内徐"
tr_img_06689,0,0,0.0000,""
tr_img_06690,3,1,0.7745,""
tr_img_06691,1,1,0.9652,"サイクル&バスライド"
tr_img_06692,4,3,0.8448,"ンバンス | 水天宮部"
tr_img_06693,0,0,0.0000,""
tr_img_06694,2,2,0.8988,"宮代町"
tr_img_06695,6,3,0.8818,"香るStick"
tr_img_06696,10,8,0.9198,"車両高さ制限 | カサ・ウイズタリア | ウィークリークラブサ"
tr_img_06697,3,3,0.9618,"南11"
tr_img_06698,1,1,0.9744,"高野"
tr_img_06699,1,1,0.9827,"商"
tr_img_06700,7,6,0.9294,"中央区"
tr_img_06701,0,0,0.0000,""
tr_img_06702,58,55,0.9533,"桜上水 | 当駅構内施設の階層図 | 男子トイレ | エスカレータ- | 条内所 | 女子トイレ | 階段 | だれでもトイレ | インロッカ | 待合室 | 自動体外式除細動器 | エレベータ | 現在地から地上までの | バリアフリー主要ルート | 北口方面出口 | 地上出口へ | コンコース階 | ム階 | ホーム階へ | ホーム階へ | 南口方面出口 | 新宿 | 現在地 | 方面 | 地上出国 | 改札階へ | 改札階へ | 改札階へ | 改札階へ | 高尾山口 | 橋本 | 方面 | 京王八王子・ | ホーム階"
tr_img_06703,36,36,0.9939,"出口 | 琴似小学校 | 琴似神社 | 琴以屯田兵村兵屋跡 | 西区民センタ | 西区役所 | 西保健センター | 西郵便局 | 山の手図書館"
tr_img_06704,1,1,0.8591,""
tr_img_06705,3,2,0.8268,"の集物は | イシターネリト"
tr_img_06706,3,3,0.8065,"丸ぶ | 別ご奉仕公"
tr_img_06707,4,3,0.8676,"600円 | アサヒぷりんと | プレントンヨッブ"
tr_img_06708,6,5,0.9408,"真崎灯台→"
tr_img_06709,7,7,0.9574,"幌西 | キッズ公園 | 南14条西15丁目 | 札幌市中央区 | 中央区土木部維持管理課 | 連絡先"
tr_img_06710,10,5,0.9310,"北野四丁目 | 仙川駅 | 仙川駅緑ヶ丘 | <循環バス | 路線運行図"
tr_img_06711,0,0,0.0000,""
tr_img_06712,4,3,0.9383,"彦酒屋"
tr_img_06713,4,4,0.9980,"中原区 | 木月 | 4丁目"
tr_img_06714,16,15,0.9235,"中島公園 | Lトフト大IロI | 中品公園 | 中島公園 | 地鉄中高公園駅 | 地鉄中品公院店 | 地鐵中島公園站店"
tr_img_06715,2,2,0.8786,"中の島1条３丁店"
tr_img_06716,6,6,0.9510,"営業時間 | 月本1780〜2：00税D01700〜0：00 | 地下1階 | 金・土17：803：00 | 日曜日 | 定休目"
tr_img_06717,4,2,0.8643,"二丁ヨ"
tr_img_06718,1,0,0.0000,""
tr_img_06719,4,4,0.8893,"円山店 | 不動産の"
tr_img_06720,4,4,0.9679,"清水橋北"
tr_img_06721,1,0,0.0000,""
tr_img_06722,2,2,0.8664,"日小橋 | 目"
tr_img_06723,4,2,0.9086,""
tr_img_06724,4,4,0.9990,"中原区 | 木月 | 2丁目"
tr_img_06725,15,15,0.9788,"興津 | 清水駅 | 日本平 | 船越 | 清水港"
tr_img_06726,0,0,0.0000,""
tr_img_06727,23,20,0.8879,"柳公園 | 行・先 | 調布市コミュ二テイバス | 仙川駅 | 仙01 | <循環バス | 仙川駅今緑ヶ丘 | 路線運行図 | 緑ヶ丘小学校 | 緑ヶ丘児童館 | 正門入百 | 福祉セシター前 | O北野四T目 | Ｏ柳川公園 | 公園前団地北口 | 努兵の森入口 | 京房幕益子荼業寺前 | の市民テニズゴ | O柳川彩 | 厚答子"
tr_img_06728,10,8,0.8921,"全線きつふろりば | 自動きつぷらり"
tr_img_06729,5,3,0.9737,""
tr_img_06730,16,16,0.9173,"システムトイレ | シートタイー | 各社共通 | 弱めきったお部屋でも | 週間二オわない! | の色が | やすい! | トシート | 闘分の | オンッコを | らく多く武収 | 週聞消具抗菌 | ユニチャーム | ペットケア | デオトイレ"
tr_img_06731,3,2,0.9050,"10目"
tr_img_06732,3,3,0.9138,"ここの堤防高は | 海抜"
tr_img_06733,12,11,0.9611,"昭和通り口 | 日比谷線 | 化粧室 | 昭和路出口 | 公共輿所"
tr_img_06734,0,0,0.0000,""
tr_img_06735,0,0,0.0000,""
tr_img_06736,19,12,0.8129,"週末バス | :8730円 | 2560円 | 土休日の | ご利 | 2日間須効 | 一バスたかニ | 酥しみ方いふいろ! | 土休日の2日間 | ご自由にお取り下さし | 薬"
tr_img_06737,2,2,0.9522,""
tr_img_06738,0,0,0.0000,""
tr_img_06739,2,1,0.9550,""
tr_img_06740,8,8,0.9395,"有機 | 天津甘栗 | モントセレクション | 金賞受賞"
tr_img_06741,20,20,0.9577,"清水マリンパーク・イベント広場 | 日の出埠頭 | 港湾合同庁舎 | マリンビル | マリンターミナル"
tr_img_06742,0,0,0.0000,""
tr_img_06743,24,23,0.9574,"埼京線 | 埼京線 | 赤羽・武蔵浦和 | 池袋・新宿・大崎 | 大宮・川越方面 | りんかい線方面 | 南口改札"
tr_img_06744,10,10,0.9203,"近隣リパークの | ご案内 | のリク | 南12西6駐車場 | 三井のリパーク | 13西6駐車場 | 南 | 駐めやすさは、タオりティ | 三井のリパーク"
tr_img_06745,2,2,0.9705,"南12西1"
tr_img_06746,26,25,0.9237,"エキパ地下駐車場 | 「エキパ」地下停奉孫 | 静岡中央郵便局 | 静中央局 | 静岡音楽館 | 静音館 | タクシーのリは | 副人/舎乙 | 出租年站"
tr_img_06747,0,0,0.0000,""
tr_img_06748,15,15,0.9335,"無断駐車禁止 | 無断駐車の車はレッカ一にて専用駐車場 | へ移動し | その用としてレッカー代 | 1万円以上 | 不法駐車料金時間に付き | 500円を頂きます | 又10日を過きた場合は勝手に処分致し | ます。尚、 | 事故等については一切責任は | 負いません。 | 無断駐車替理受話会社 | のワィシ・パーキシグセシター"
tr_img_06749,0,0,0.0000,""
tr_img_06750,0,0,0.0000,""
tr_img_06751,12,12,0.9615,"出口 | JR静岡駅 | タクシー乗場 | 駅前交番"
tr_img_06752,14,12,0.9403,"静岡駅 | 静図站 | バスのリば | 公交年站"
tr_img_06753,30,30,0.9812,"出口 | MOAアートホール北海道 | 木札幌第一病院 | 静和記念病院 | 西老人福祉センター | 北海道獣医師会館 | ポリテクセンター北海道"
tr_img_06754,0,0,0.0000,""
tr_img_06755,0,0,0.0000,""
tr_img_06756,22,17,0.9102,"京滅時使用司 | そ印面を上にして | 戸向を合わせて挿入 | てくださし | いp"
tr_img_06757,10,10,0.9428,"お手洗い | R清水駅 | 青水区役所"
tr_img_06758,3,3,0.9789,"川 | 川をきれいに美し | 東京都"
tr_img_06759,4,3,0.9453,"ダイエットレらギのカラダヘ | 専用"
tr_img_06760,2,2,0.8368,"バークリシグ"
tr_img_06761,0,0,0.0000,""
tr_img_06762,2,2,0.9462,"南14条西9丁目"
tr_img_06763,3,3,0.8181,"五丁目 | 水０5６道"
tr_img_06764,2,2,0.8526,"製創元条チ"
tr_img_06765,4,3,0.9174,"交通 | 打ち | 各種保険取扱"
tr_img_06766,1,1,0.9860,""
tr_img_06767,6,6,0.9145,"0月ま2014-2-2000 | 手前の角左折 | すく左側 | 宝町3"
tr_img_06768,2,1,0.9734,"御殿場"
tr_img_06769,1,1,0.9997,""
tr_img_06770,0,0,0.0000,""
tr_img_06771,2,2,0.8709,"本舗"
tr_img_06772,8,7,0.9460,"安全にご利用いただくために | 次のことにご注意ください | 幼児と手をつなく | 走らない | 歩かない | 港さ込まれないように | ひりたさない"
tr_img_06773,3,3,0.9921,"小芝神社"
tr_img_06774,0,0,0.0000,""
tr_img_06775,38,34,0.9621,"セキュリティパーキングシステム駐車場 | 30分100円 | 60分/100円 | 夜間最大料金 | 500円 | ツルハドラッグ南8条店様ご利用で | 分無料となります | ロセキュリティパーキングシステム | ＪＰＭパーク南８条 | 駐車場は | れておけます | お帰りの際には | 駐車料金を | 所在地：北海道札幌市中央区南8条西7丁目 | うによい信記録されております | 徴収に要した費用 | れた場合は | 皆求させていただきます | また刑法の規定によい犯罪行為となりますので | 日本駐車場メンテナンス(株) | 緊急連絡先 | あらがじめ御注意願います"
tr_img_06776,2,2,0.9945,""
tr_img_06777,9,9,0.9893,"午前の受付 | 7時30 | 分から | 11時80分 | 午後の受付 | 時から | 時"
tr_img_06778,2,2,0.9412,"中の島1条3丁目"
tr_img_06779,9,9,0.9877,"三田 | みた | 芝公園 | 白金高輪"
tr_img_06780,6,4,0.8679,"ご卒業・ニ人学おめでとうございます | ブェア | 17一:"
tr_img_06781,0,0,0.0000,""
tr_img_06782,1,1,0.8531,"JB東日本本社ビル"
tr_img_06783,4,4,0.8939,"ＰＡＲＳペルシアン | ペルシャ械秘 | キリム・サラサ直輸入"
tr_img_06784,28,23,0.9465,"静岡県庁 | 静具庁 | 御幸町 | ロ | 御幸町 | 駿府城公園 | 811/19生 | 府城公園 | 企平下 | 新静岡駅 | 新静站 | 伝馬町"
tr_img_06785,3,3,0.8289,"徐行 | 設差、公酉に | で主意くださしい"
tr_img_06786,8,8,0.9622,"`案内 | 小田急線では、 | 者営大江戸線の | 最終電重への接続はしておりません | 電車が遅れたり、乗り換えに時間が | かかると、間に合わない場合があります。 | ご利用のお客さまはご注意ください | 駅長"
tr_img_06787,0,0,0.0000,""
tr_img_06788,2,0,0.0000,""
tr_img_06789,3,3,0.8017,"清水港次町長シリズ"
tr_img_06790,1,1,0.9513,""
tr_img_06791,1,1,0.9877,""
tr_img_06792,1,0,0.0000,""
tr_img_06793,1,1,0.8351,"Q藤子スクジブ"
tr_img_06794,4,4,0.9091,"万世町中 | 軽重市用"
tr_img_06795,4,3,0.9768,""
tr_img_06796,0,0,0.0000,""
tr_img_06797,0,0,0.0000,""
tr_img_06798,23,20,0.9550,"青永次郎長の生家 | 清水次郎兵出生之家 | 青永マリンビル | 清水海洋大 | 人口天 | エスパルスドリームプラザ | S－PuIse禁勾珣 | フェルヶール博物館 | 清水港湾博物箱 | Verkehr博物館"
tr_img_06799,5,3,0.9209,""
tr_img_06800,6,6,0.9020,"大人気コ三ス | 足(フット十整体(ボディ | 30分 | 40分 | 50000円"
tr_img_06801,6,6,0.9986,"新宿駅 | 大江戸線"
tr_img_06802,6,6,0.8611,"簡単室 | 全自動 | コインラン | ドリー | ふíわぶíわつンド"
tr_img_06803,4,4,0.9952,"中原 | 木月 | 1丁目"
tr_img_06804,11,10,0.8846,"千歳通り | 経の笑顔が見たい。 | お客様を実顔にしたい | お客様と一緒に笑領 | になりたい。"
tr_img_06805,2,2,0.9079,"北野 | 2月26"
tr_img_06806,2,1,0.7571,"三丁目"
tr_img_06807,3,3,0.7736,""
tr_img_06808,1,1,0.7292,"パ"
tr_img_06809,3,2,0.9685,"地方発送承り | 水"
tr_img_06810,0,0,0.0000,""
tr_img_06811,3,3,0.9259,"三田 | みた"
tr_img_06812,3,3,0.9469,"江尻東"
tr_img_06813,1,1,0.9974,"インド・チベット・ネパール料理店"
tr_img_06814,2,2,0.8001,"さえる | 冬の奥入頼"
tr_img_06815,2,2,0.9068,"二輪車 | 取扱店"
tr_img_06816,2,1,0.8470,""
tr_img_06817,2,1,0.9997,"座"
tr_img_06818,4,4,0.9342,"医療法人社団 | 内田歯科医院 | 内剛会"
tr_img_06819,21,18,0.9192,"エキパ地下駐車場 | エキパ」地下停年斑 | 静岡中央郵便局 | 静中央邸局 | 静岡音楽館 | 静音館"
tr_img_06820,3,2,0.8711,"坂場 | 県区北269:"
tr_img_06821,8,7,0.9129,"SBパワードプレミアムサウンド | USBパワードスピーカの革命 | 最新テクノロジーで業界をリードする | 技術集団の新ブランド0asonicが贈る | ハイパワープレミアムサウンド"
tr_img_06822,4,2,0.8103,"寝てても貯まる | する入に"
tr_img_06823,2,2,0.9985,"南11西9"
tr_img_06824,4,3,0.8292,"南部ルート | 者営両国駅 | 左面"
tr_img_06825,4,4,0.8893,"芝 | 五丁目 | 水0082813道"
tr_img_06826,3,3,0.9540,"の先 | 場6-9-8"
tr_img_06827,37,34,0.9566,"レツクス南13西5パーキング | 24日 | 60分 | 200円 | 平日500円/王日祝700円 | 入庫後12時間 | 最大 | 最大料金 | 繰返しあり | Ｘ入庫した時点での曜日・祝日を基に最大料金が適用されます | 料金は後精算(出庫時)てす | ・駐車の際には | 2出庫 | おフラッブ板が下がっているのを確認の上 | 入庫下さい。 | 精算の際に | は使用できます | 精算後 | は解除されます | 8以すフラッブ板を踏み越えて車止めに当る位置で駐車願います | のフラップ板は数分後自動的に上暴しロッダします | 同乗者のに | 氷エアロパー | ご遠慮下さい。 | 駐車場内の事故 | 及び盗難の責任は負いません | 札幌警備株式会社 | 緊急時の連絡先 | 株式会社レックスコーポレーション | 運営会社"
tr_img_06828,5,4,0.9204,"カレ一総研公認 | 幼レ一煮入み | カレー総研公認 | カレー煮込み"
tr_img_06829,2,2,0.7524,"霧屋 | 楽評堂"
tr_img_06830,3,3,0.9927,"無料体験 | レッスン | 実施中!"
tr_img_06831,10,10,0.8753,"6番線のりかえ | 総念武線(宮駅停重堂) | 船橋・千葉方直"
tr_img_06832,2,1,0.9071,"藤井ビル"
tr_img_06833,2,1,0.9926,"日本橋"
tr_img_06834,29,27,0.9247,"Ｒ清水駅 | マリナー | 清水文化会館 | 清水站 | 人I口1天 | 市役所清水庁舎・清水区役所 | 市役所清水庁舍・清水区役所 | 静鉄新清永駅 | 静鉄新清水立站 | 人人口1天 | 人天印夫"
tr_img_06835,11,8,0.9612,"桜上水 | さくらじようすい | 上北沢"
tr_img_06836,6,6,0.9033,"やきとり家 | すスれ | 笑"
tr_img_06837,1,1,0.9813,""
tr_img_06838,4,2,0.9111,"ブレート"
tr_img_06839,2,1,0.7313,"ワリーバイツ"
tr_img_06840,2,2,0.9711,"甘酒横丁"
tr_img_06841,2,2,0.9333,"中の島1条３丁目"
tr_img_06842,5,2,0.9507,"水か流れいくくなっております"
tr_img_06843,4,3,0.9066,"岡部 | 山原区 | 木月"
tr_img_06844,0,0,0.0000,""
tr_img_06845,1,0,0.0000,""
tr_img_06846,60,46,0.9193,"Tポイント貯まります。 | 故障トラブル | 時は | ちらまでご連絡ください | 車室番 | 号をご確認 | ください | 駐車場名 | 札幌南1２西6 | 車室番号と料金を確認 | 精算キ | を押して | ださい | 精算 | 4引6 | 領収書 | 料金をお支払いください | サービス券/カード | 半1000紙幣 | コイン | Ｔカードをお持ちのお客様へ | こ精算金額に応じて | Tポイントが | 貯まります | 三井のリパ一ク | 緊急連絡先 | リパークコールセンター | ロック板が下が | 駐車場名 | リパー | 一ク札幌南１２西6 | 下の取出口 | から出ます | 法人専用 | マイルが呼まります。 | 酥用明 | 「ポイントが好まります。 | 三井のリパ一ク"
tr_img_06847,2,2,0.8975,"美味しは | 北隆新幹線"
tr_img_06848,7,4,0.9009,"緑ヶ丘みんなの森入口 | 仙川駅 | 仙川駅公緑ヶ丘 | 路線迎行図"
tr_img_06849,0,0,0.0000,""
tr_img_06850,4,3,0.8765,"賃 | マネー上比較"
tr_img_06851,3,3,0.9477,"やおぶん"
tr_img_06852,1,1,0.7595,"寸馬"
tr_img_06853,8,6,0.8630,"月 | おイ木ナ"
tr_img_06854,16,15,0.9467,"クレジットカードをご利用いただナます | の部分に挿入して下さい | クレジットカード | のクレジットカードを使用する場合 | に入れて下さい。 | 現金を先 | 必す | 現金と力一ドを併用する場台、"
tr_img_06855,2,1,0.8117,"上鳳注意"
tr_img_06856,3,2,0.8905,"ヤヤス"
tr_img_06857,2,2,0.9739,"人形町"
tr_img_06858,1,1,0.9940,"中の島1条3丁目"
tr_img_06859,6,4,0.8536,"ゆ夫 | 居酒屋 | 太魚 | 久一"
tr_img_06860,11,11,0.8907,"北海道立文学館 | 隻国ネ社 | 尹夜三子ネ神社"
tr_img_06861,10,9,0.9035,"鴨々川ななめ通い | 鴨鴨川斜料道 | 鴨鴨川斜道 | 薄野"
tr_img_06862,4,2,0.7229,"電動シャソター雨 | 地工山認定店"
tr_img_06863,3,2,0.9228,"ル | さつき通い"
tr_img_06864,0,0,0.0000,""
tr_img_06865,1,1,0.8360,"鳥1条2丁"
tr_img_06866,3,3,0.9879,"港"
tr_img_06867,6,6,0.8996,"己刹の永子供養 | 毎月24日年後1時より | 本堂にて台同供養法要厳修 | 先祖供養著事新森尊 | 受付毎日午後1時4時電話予約司511-5917 | 開創 明治31年 玉宝禅寺祖院・豊川稲荷別院"
tr_img_06868,29,28,0.9150,"施設案内 | 青水魚市場・河岸の市 | 清水魚市珣 | 河岸市坊 | ・` | 人口I天型勾人I卦・フト人IェOII(人卦) | 青水テレサ | 静図市奈部勤蒡者福祉中心 | 清水 | 人口天 | 印早人 | エスパレスドリームプラサ | 0人骨人"
tr_img_06869,0,0,0.0000,""
tr_img_06870,4,1,0.9919,""
tr_img_06871,12,12,0.9585,"東京都庁 | 都営大江戸線都庁前駅"
tr_img_06872,7,7,0.9794,"ミビョーネ | ミビョーナ | 未病を治そう | 未病を治す | かながわ宣言協力店! | 協力活動 | 神奈川県"
tr_img_06873,6,6,0.9650,"南口剪票口 | 南口改札 | 南口剪票口"
tr_img_06874,7,5,0.7625,"田道1号"
tr_img_06875,8,7,0.9490,"鷹匠 | 栄町 | 伝馬町 | 菜町 | 俵弓町"
tr_img_06876,4,3,0.8407,"百 | 朝日屋"
tr_img_06877,4,3,0.8352,"中英区"
tr_img_06878,25,24,0.9103,"ななめらム洗濯機 | 洗浄 | 温水8包先承 | 先浄 | 即効 | 洗濯 | 脱水容量 | 洗剤液を | ガンコな汚れも | あたためて洗う！ | 素早く落ちる! | 本体 | 幅 | 奥行 | サイズ | イメージ図) | 糸排水ホース含まず | (イメージ図)"
tr_img_06879,0,0,0.0000,""
tr_img_06880,4,3,0.9509,"三井の | 入口はこちら"
tr_img_06881,1,1,0.7227,"日本の花"
tr_img_06882,2,2,0.9801,"中の島1条3丁目"
tr_img_06883,28,28,0.9770,"メンズ | アクセサリー | シューズ | アンダーウエア | レディース | レディース | アクセサリー | シューズ | キッズ | ベビー | キッズ90-170cm"
tr_img_06884,4,0,0.0000,""
tr_img_06885,11,9,0.9369,"出口 | 出口 | 御幸町 | 倭弖町方面 | 御幸町 | 伝馬町方面"
tr_img_06886,2,1,0.9465,"小林"
tr_img_06887,2,1,0.7462,"スタッフ"
tr_img_06888,2,1,0.9977,"中央区"
tr_img_06889,7,6,0.8830,"中原区"
tr_img_06890,14,13,0.9693,"井川 | 藤枝 | 東静岡駅 | 清水駅 | ター"
tr_img_06891,1,1,0.8909,"三昧"
tr_img_06892,1,0,0.0000,""
tr_img_06893,2,2,0.9794,"中の島1条3丁"
tr_img_06894,0,0,0.0000,""
tr_img_06895,2,1,0.9661,"中山俊夫"
tr_img_06896,47,45,0.9571,"タイムズ南12西6 | 月金曜 | 土日祝 | 当日24時まで | 500円 | 800円 | 60,200円 | 60分300円 | 60分 | 100円 | 60分 | 100円 | 氷2千円5千円 | 1万円札使用できます | 門 | 駐車券の紛失にはくれぐれもご注意下さい | 紛失された場合は当社規定の駐車料金をいただきます。 | 入場の方法 | 駐車券発行機の前で | 停車して下さい。 | IN一 | ボタンを押して | 駐車券をお取り | 下さい。 | ゲートが開き | 入場できます。 | 駐車券は曲げたり磁気(携帯電話。マグネットなど)に近づけないで下さい。 | 入庫、出庫が出来なくなる場合があります。 | 駐車券の紛失について、当社は | 切責任を負いません。 | 緊急電話にてご連絡下さい、 | 24時間係員が対応します。 | トラブルの際は、 | ご不明点はこちらまでご連絡下さい | タイムズサービス株式会社"
tr_img_06897,16,15,0.9705,"南口 | 大通公園・すすきの方面 | 出口 | 南出口 | 南出口 | 甘誓 | 善丁"
tr_img_06898,0,0,0.0000,""
tr_img_06899,3,3,0.9803,"日本橋 | 小舟町"
tr_img_06900,1,0,0.0000,""
tr_img_06901,2,2,0.8587,"清水港次町長シリズ"
tr_img_06902,2,2,0.9558,"日本橋"
tr_img_06903,26,25,0.9338,"24円 | ナビパーク南14西6 | Δ入出庫時は口 | 板が | 下隆 | を必ず目視でご確認下さい。 | ク | 昼間 | 24時間最大料金 | 30分毎に | 100円 | 夜間 | 60分毎に | 100円 | 入庫後２４時間を過ぎると左記料金が加算されます。 | ナビパー | ロロック板を乗リ越えストッパーまで | 板下降を確認の上 | OSMRISスタ一ツクル"
tr_img_06904,4,4,0.9809,"日本橋 | 人形町 | 一丁目"
tr_img_06905,3,3,0.8231,"ノサイクルショップ | 今レスン考女かた洋服は | きと来牛む考ませ"
tr_img_06906,9,9,0.9826,"芝浦 | 日本橋 | 品川 | 銀座 | (第一京浜)"
tr_img_06907,7,7,0.9787,"日本橋駅"
tr_img_06908,10,7,0.8661,"ウードローシ中込 | 貸店舗 | 夏名不動屋 | の約5分 | 店"
tr_img_06909,0,0,0.0000,""
tr_img_06910,4,4,0.9991,"東京北 | 練馬店"
tr_img_06911,1,1,0.7093,"大浅"
tr_img_06912,5,5,0.9947,"良雄 | 三橋 | 三橋土建 | 有限会社"
tr_img_06913,1,0,0.0000,""
tr_img_06914,5,5,0.9717,"清水合同庁舎"
tr_img_06915,6,6,0.8899,"さしくら | 西場 | 蔵"
tr_img_06916,4,4,0.9847,"三鷹市"
tr_img_06917,2,2,0.8564,"簿"
tr_img_06918,4,3,0.8244,"「成27年 | 然費基準十20％達成事 | 氏減"
tr_img_06919,4,3,0.9317,"プレール日水楠食 | 中央区東日本 | 橋3-516"
tr_img_06920,5,5,0.9796,"南14西1 | くすり | 化粧品 | 日用品 | 南14条店"
tr_img_06921,3,1,0.7713,"炭火鳥焼"
tr_img_06922,3,3,0.8809,"南９西7"
tr_img_06923,2,2,0.9706,"江尻東1一5"
tr_img_06924,2,2,0.9649,"こども | 0番"
tr_img_06925,12,11,0.9240,"登品遺跡 | 日本平動物園 | 2円"
tr_img_06926,2,2,0.8961,"金沢･伊勢志摩･山陰山陽 | 東北.出張.女子旅"
tr_img_06927,1,0,0.0000,""
tr_img_06928,3,3,0.9870,"練馬総合体育館前"
tr_img_06929,7,7,0.9106,"OTETSし | 平岸1条2目"
tr_img_06930,1,0,0.0000,""
tr_img_06931,3,3,0.8525,""
tr_img_06932,4,4,0.9841,"中原区 | 木月 | 1丁目"
tr_img_06933,1,1,0.9944,"豊平区"
tr_img_06934,2,2,0.9752,"南13条西14丁目"
tr_img_06935,3,1,0.7782,""
tr_img_06936,17,15,0.9391,"小田急線 | 小田急幾 | 京王井の頭線 | 京王井之辻袋 | 出口 | (西口) | 出口(西口) | 善丁(人香"
tr_img_06937,7,6,0.8887,"水道首株 | 山区 | 飯田橋"
tr_img_06938,0,0,0.0000,""
tr_img_06939,9,7,0.9077,"中央区"
tr_img_06940,3,2,0.9221,"最長 | 120回"
tr_img_06941,7,6,0.9467,"やきにく | レ | 焼 | 食"
tr_img_06942,0,0,0.0000,""
tr_img_06943,2,2,0.8673,"御殿場 | 高原ビル"
tr_img_06944,5,5,0.8987,"パイプテーブル | 折りたたみ | パイプチェア"
tr_img_06945,3,3,0.9479,"労災 | 交通事古 | 各種健康保険取扱い"
tr_img_06946,5,5,0.9564,"渡邊美和 | こちら | 渡邉美咲 | 右のポス | 雄"
tr_img_06947,1,1,0.8761,"メデイカルンャトー"
tr_img_06948,3,3,0.9947,"駅長室"
tr_img_06949,0,0,0.0000,""
tr_img_06950,5,4,0.9923,"8両編成 | 号車 | 弱"
tr_img_06951,31,28,0.9456,"北海道神宮 | 北海道神宮 | 円山公園 | 國山公園 | 圓山公園 | 地鉄門山公園駅 | 地鉄圓山公臼站 | 地鐵圓山公園站 | 円山バスターミナル | 0吉 | 圓山公共汽年冬起站 | 圓山巴士總站"
tr_img_06952,5,4,0.9879,"木場店 | この先 | 洲崎神社前"
tr_img_06953,2,1,0.8282,"丸"
tr_img_06954,16,10,0.9383,"一コーロ | カフェラテ"
tr_img_06955,1,1,0.7091,""
tr_img_06956,4,1,0.8414,"(谷種重)"
tr_img_06957,2,2,0.7599,"南0条西"
tr_img_06958,0,0,0.0000,""
tr_img_06959,4,3,0.8925,"屋外広告物許司"
tr_img_06960,16,13,0.8665,"木幌天文き | あけほのリート"
tr_img_06961,1,1,0.9994,""
