Image,Total_Boxes,Retained_Boxes,Average_Confidence,GT_Count,OCR_JP_Count,Matched_Count,Precision,Recall,F1
tr_img_06732,3,2,0.9993,3,2,1,0.5000,0.3333,0.4000
tr_img_06733,12,6,0.9194,5,6,2,0.3333,0.4000,0.3636
tr_img_06734,1,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06735,0,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06736,25,17,0.8920,36,17,2,0.1176,0.0556,0.0755
tr_img_06737,2,0,0.0000,3,0,0,0.0000,0.0000,0.0000
tr_img_06738,0,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06739,3,1,0.7124,1,1,0,0.0000,0.0000,0.0000
tr_img_06740,13,4,0.9444,9,4,4,1.0000,0.4444,0.6154
tr_img_06741,20,3,0.9664,4,3,1,0.3333,0.2500,0.2857
tr_img_06742,2,2,0.9968,16,2,2,1.0000,0.1250,0.2222
tr_img_06743,22,7,0.9902,7,7,3,0.4286,0.4286,0.4286
tr_img_06744,10,8,0.9450,11,8,6,0.7500,0.5455,0.6316
tr_img_06745,2,1,0.8864,2,1,0,0.0000,0.0000,0.0000
tr_img_06746,25,8,0.9349,10,8,0,0.0000,0.0000,0.0000
tr_img_06747,2,0,0.0000,2,0,0,0.0000,0.0000,0.0000
tr_img_06748,14,13,0.9638,15,13,5,0.3846,0.3333,0.3571
tr_img_06749,3,1,0.9986,3,1,1,1.0000,0.3333,0.5000
tr_img_06750,0,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06751,12,4,0.9594,5,4,1,0.2500,0.2000,0.2222
tr_img_06752,15,3,0.9247,3,3,1,0.3333,0.3333,0.3333
tr_img_06753,30,7,0.9591,7,7,3,0.4286,0.4286,0.4286
tr_img_06754,0,0,0.0000,3,0,0,0.0000,0.0000,0.0000
tr_img_06755,1,0,0.0000,16,0,0,0.0000,0.0000,0.0000
tr_img_06756,17,3,0.9001,4,3,1,0.3333,0.2500,0.2857
tr_img_06757,10,3,0.9939,2,3,2,0.6667,1.0000,0.8000
tr_img_06758,3,3,0.9846,4,3,3,1.0000,0.7500,0.8571
tr_img_06759,5,3,0.9040,4,3,2,0.6667,0.5000,0.5714
tr_img_06760,3,0,0.0000,2,0,0,0.0000,0.0000,0.0000
tr_img_06761,0,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06762,2,1,0.9238,1,1,0,0.0000,0.0000,0.0000
tr_img_06763,3,2,0.8828,4,2,1,0.5000,0.2500,0.3333
tr_img_06764,2,2,0.7073,12,2,0,0.0000,0.0000,0.0000
tr_img_06765,5,4,0.9716,7,4,3,0.7500,0.4286,0.5455
tr_img_06766,17,13,0.9551,28,13,11,0.8462,0.3929,0.5366
tr_img_06767,6,4,0.9719,5,4,3,0.7500,0.6000,0.6667
tr_img_06768,3,2,0.9164,5,2,1,0.5000,0.2000,0.2857
tr_img_06769,1,0,0.0000,3,0,0,0.0000,0.0000,0.0000
tr_img_06770,1,0,0.0000,2,0,0,0.0000,0.0000,0.0000
tr_img_06771,6,4,0.8965,15,4,5,1.2500,0.3333,0.5263
tr_img_06772,9,4,0.8974,10,4,2,0.5000,0.2000,0.2857
tr_img_06773,3,1,0.9999,1,1,1,1.0000,1.0000,1.0000
tr_img_06774,1,0,0.0000,3,0,0,0.0000,0.0000,0.0000
tr_img_06775,44,29,0.9682,27,29,5,0.1724,0.1852,0.1786
tr_img_06776,7,3,0.8090,5,3,2,0.6667,0.4000,0.5000
tr_img_06777,9,7,0.9992,6,7,3,0.4286,0.5000,0.4615
tr_img_06778,2,1,0.9050,1,1,0,0.0000,0.0000,0.0000
tr_img_06779,9,3,0.9543,4,3,3,1.0000,0.7500,0.8571
tr_img_06780,2,0,0.0000,43,0,0,0.0000,0.0000,0.0000
tr_img_06781,0,0,0.0000,2,0,0,0.0000,0.0000,0.0000
tr_img_06782,1,1,0.8454,0,1,0,0.0000,0.0000,0.0000
tr_img_06783,6,3,0.8258,4,3,0,0.0000,0.0000,0.0000
tr_img_06784,27,12,0.9454,13,12,6,0.5000,0.4615,0.4800
tr_img_06785,4,3,0.8642,3,3,0,0.0000,0.0000,0.0000
tr_img_06786,8,8,0.9751,8,8,2,0.2500,0.2500,0.2500
tr_img_06787,0,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06788,6,0,0.0000,6,0,0,0.0000,0.0000,0.0000
tr_img_06789,4,2,0.8836,22,2,1,0.5000,0.0455,0.0833
tr_img_06790,1,0,0.0000,7,0,0,0.0000,0.0000,0.0000
tr_img_06791,1,0,0.0000,0,0,0,0.0000,0.0000,0.0000
tr_img_06792,1,0,0.0000,6,0,0,0.0000,0.0000,0.0000
tr_img_06793,1,1,0.8796,4,1,0,0.0000,0.0000,0.0000
tr_img_06794,4,2,0.9335,2,2,1,0.5000,0.5000,0.5000
tr_img_06795,4,1,0.9998,5,1,1,1.0000,0.2000,0.3333
tr_img_06796,0,0,0.0000,3,0,0,0.0000,0.0000,0.0000
tr_img_06797,0,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06798,25,9,0.9215,9,9,0,0.0000,0.0000,0.0000
tr_img_06799,6,5,0.9581,6,5,4,0.8000,0.6667,0.7273
tr_img_06800,6,5,0.9126,6,5,2,0.4000,0.3333,0.3636
tr_img_06801,7,2,0.9954,4,2,3,1.5000,0.7500,1.0000
tr_img_06802,5,3,0.9943,6,3,1,0.3333,0.1667,0.2222
tr_img_06803,4,3,0.9891,3,3,3,1.0000,1.0000,1.0000
tr_img_06804,11,5,0.8805,18,5,1,0.2000,0.0556,0.0870
tr_img_06805,3,2,0.9483,2,2,2,1.0000,1.0000,1.0000
tr_img_06806,2,2,0.9119,2,2,2,1.0000,1.0000,1.0000
tr_img_06807,1,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06808,2,0,0.0000,7,0,0,0.0000,0.0000,0.0000
tr_img_06809,4,3,0.9519,9,3,0,0.0000,0.0000,0.0000
tr_img_06810,1,1,0.8073,2,1,0,0.0000,0.0000,0.0000
tr_img_06811,3,1,0.9995,2,1,1,1.0000,0.5000,0.6667
tr_img_06812,3,1,0.9981,1,1,1,1.0000,1.0000,1.0000
tr_img_06813,3,2,0.8699,5,2,0,0.0000,0.0000,0.0000
tr_img_06814,2,1,0.8291,3,1,0,0.0000,0.0000,0.0000
tr_img_06815,3,2,0.9460,2,2,2,1.0000,1.0000,1.0000
tr_img_06816,2,0,0.0000,3,0,0,0.0000,0.0000,0.0000
tr_img_06817,2,1,0.7386,2,1,0,0.0000,0.0000,0.0000
tr_img_06818,4,3,0.9133,3,3,2,0.6667,0.6667,0.6667
tr_img_06819,20,6,0.9494,6,6,1,0.1667,0.1667,0.1667
tr_img_06820,2,1,0.7944,2,1,0,0.0000,0.0000,0.0000
tr_img_06821,7,3,0.9506,2,3,0,0.0000,0.0000,0.0000
tr_img_06822,8,3,0.8879,5,3,1,0.3333,0.2000,0.2500
tr_img_06823,2,1,0.9787,2,1,1,1.0000,0.5000,0.6667
tr_img_06824,4,4,0.8422,4,4,0,0.0000,0.0000,0.0000
tr_img_06825,3,2,0.9046,3,2,1,0.5000,0.3333,0.4000
tr_img_06826,5,2,0.9581,5,2,0,0.0000,0.0000,0.0000
tr_img_06827,37,35,0.9500,37,35,7,0.2000,0.1892,0.1944
tr_img_06828,9,4,0.9349,49,4,3,0.7500,0.0612,0.1132
tr_img_06829,7,2,0.7484,4,2,0,0.0000,0.0000,0.0000
tr_img_06830,3,2,0.9848,3,2,1,0.5000,0.3333,0.4000
tr_img_06831,10,3,0.9243,3,3,2,0.6667,0.6667,0.6667
tr_img_06832,1,0,0.0000,5,0,0,0.0000,0.0000,0.0000
tr_img_06833,3,1,0.9925,3,1,1,1.0000,0.3333,0.5000
tr_img_06834,30,13,0.9009,4,13,1,0.0769,0.2500,0.1176
tr_img_06835,10,3,0.9893,4,3,3,1.0000,0.7500,0.8571
tr_img_06836,6,2,0.9970,3,2,1,0.5000,0.3333,0.4000
tr_img_06837,4,2,0.9984,3,2,2,1.0000,0.6667,0.8000
tr_img_06838,3,0,0.0000,3,0,0,0.0000,0.0000,0.0000
tr_img_06839,2,1,0.8864,2,1,1,1.0000,0.5000,0.6667
tr_img_06840,2,1,0.9742,1,1,1,1.0000,1.0000,1.0000
tr_img_06841,2,1,0.9210,1,1,1,1.0000,1.0000,1.0000
tr_img_06842,5,3,0.8234,4,3,0,0.0000,0.0000,0.0000
tr_img_06843,4,3,0.9926,3,3,2,0.6667,0.6667,0.6667
tr_img_06844,2,1,0.9841,1,1,1,1.0000,1.0000,1.0000
tr_img_06845,8,2,0.8802,2,2,0,0.0000,0.0000,0.0000
tr_img_06846,68,35,0.9270,63,35,3,0.0857,0.0476,0.0612
tr_img_06847,2,2,0.9858,2,2,1,0.5000,0.5000,0.5000
tr_img_06848,7,6,0.8416,13,6,3,0.5000,0.2308,0.3158
tr_img_06849,0,0,0.0000,2,0,0,0.0000,0.0000,0.0000
tr_img_06850,4,3,0.8445,3,3,3,1.0000,1.0000,1.0000
tr_img_06851,3,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06852,2,1,0.8595,1,1,1,1.0000,1.0000,1.0000
tr_img_06853,9,2,0.8699,2,2,0,0.0000,0.0000,0.0000
tr_img_06854,18,7,0.9699,6,7,0,0.0000,0.0000,0.0000
tr_img_06855,2,1,0.9893,2,1,1,1.0000,0.5000,0.6667
tr_img_06856,3,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06857,2,1,0.9934,1,1,1,1.0000,1.0000,1.0000
tr_img_06858,2,1,0.9584,1,1,1,1.0000,1.0000,1.0000
tr_img_06859,5,3,0.8788,7,3,2,0.6667,0.2857,0.4000
tr_img_06860,10,3,0.9543,3,3,0,0.0000,0.0000,0.0000
tr_img_06861,11,5,0.8859,6,5,3,0.6000,0.5000,0.5455
tr_img_06862,5,1,0.8698,2,1,0,0.0000,0.0000,0.0000
tr_img_06863,4,1,0.9934,4,1,1,1.0000,0.2500,0.4000
tr_img_06864,0,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06865,2,1,0.8957,1,1,1,1.0000,1.0000,1.0000
tr_img_06866,4,1,0.8937,1,1,1,1.0000,1.0000,1.0000
tr_img_06867,11,10,0.9481,19,10,3,0.3000,0.1579,0.2069
tr_img_06868,28,11,0.8928,6,11,1,0.0909,0.1667,0.1176
tr_img_06869,1,1,0.7879,1,1,0,0.0000,0.0000,0.0000
tr_img_06870,2,0,0.0000,2,0,0,0.0000,0.0000,0.0000
tr_img_06871,12,2,0.9264,3,2,2,1.0000,0.6667,0.8000
tr_img_06872,7,5,0.9967,5,5,1,0.2000,0.2000,0.2000
tr_img_06873,7,4,0.9555,1,4,1,0.2500,1.0000,0.4000
tr_img_06874,5,2,0.9445,3,2,2,1.0000,0.6667,0.8000
tr_img_06875,10,6,0.9095,3,6,3,0.5000,1.0000,0.6667
tr_img_06876,1,0,0.0000,3,0,0,0.0000,0.0000,0.0000
tr_img_06877,6,1,0.9999,2,1,1,1.0000,0.5000,0.6667
tr_img_06878,27,19,0.9568,20,19,5,0.2632,0.2500,0.2564
tr_img_06879,2,0,0.0000,2,0,0,0.0000,0.0000,0.0000
tr_img_06880,3,2,0.9858,3,2,1,0.5000,0.3333,0.4000
tr_img_06881,1,1,0.9733,2,1,1,1.0000,0.5000,0.6667
tr_img_06882,2,1,0.9644,1,1,1,1.0000,1.0000,1.0000
tr_img_06883,29,0,0.0000,11,0,0,0.0000,0.0000,0.0000
tr_img_06884,5,2,0.7093,5,2,0,0.0000,0.0000,0.0000
tr_img_06885,11,7,0.9704,5,7,5,0.7143,1.0000,0.8333
tr_img_06886,2,2,0.9133,2,2,1,0.5000,0.5000,0.5000
tr_img_06887,2,0,0.0000,2,0,0,0.0000,0.0000,0.0000
tr_img_06888,1,1,0.9992,2,1,1,1.0000,0.5000,0.6667
tr_img_06889,8,2,0.9054,2,2,1,0.5000,0.5000,0.5000
tr_img_06890,14,4,0.9991,6,4,4,1.0000,0.6667,0.8000
tr_img_06891,1,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06892,1,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06893,2,1,0.8672,1,1,1,1.0000,1.0000,1.0000
tr_img_06894,0,0,0.0000,2,0,0,0.0000,0.0000,0.0000
tr_img_06895,2,2,0.8434,2,2,1,0.5000,0.5000,0.5000
tr_img_06896,46,34,0.9815,33,34,13,0.3824,0.3939,0.3881
tr_img_06897,16,7,0.9589,6,7,4,0.5714,0.6667,0.6154
tr_img_06898,1,0,0.0000,0,0,0,0.0000,0.0000,0.0000
tr_img_06899,3,2,0.9997,2,2,2,1.0000,1.0000,1.0000
tr_img_06900,1,1,0.7728,1,1,0,0.0000,0.0000,0.0000
tr_img_06901,3,2,0.8874,23,2,0,0.0000,0.0000,0.0000
tr_img_06902,3,2,0.9097,2,2,1,0.5000,0.5000,0.5000
tr_img_06903,29,17,0.9747,24,17,2,0.1176,0.0833,0.0976
tr_img_06904,4,3,0.9986,3,3,3,1.0000,1.0000,1.0000
tr_img_06905,4,2,0.7724,3,2,0,0.0000,0.0000,0.0000
tr_img_06906,11,5,0.9989,5,5,5,1.0000,1.0000,1.0000
tr_img_06907,10,1,0.9999,1,1,1,1.0000,1.0000,1.0000
tr_img_06908,10,5,0.8428,10,5,1,0.2000,0.1000,0.1333
tr_img_06909,4,2,0.9974,10,2,1,0.5000,0.1000,0.1667
tr_img_06910,4,2,0.9998,2,2,2,1.0000,1.0000,1.0000
tr_img_06911,1,1,0.7049,1,1,0,0.0000,0.0000,0.0000
tr_img_06912,4,4,0.9913,4,4,3,0.7500,0.7500,0.7500
tr_img_06913,0,0,0.0000,3,0,0,0.0000,0.0000,0.0000
tr_img_06914,5,1,0.9987,1,1,1,1.0000,1.0000,1.0000
tr_img_06915,6,3,0.9149,6,3,2,0.6667,0.3333,0.4444
tr_img_06916,5,2,0.9176,2,2,1,0.5000,0.5000,0.5000
tr_img_06917,2,0,0.0000,4,0,0,0.0000,0.0000,0.0000
tr_img_06918,4,2,0.9180,6,2,0,0.0000,0.0000,0.0000
tr_img_06919,4,2,0.9343,2,2,1,0.5000,0.5000,0.5000
tr_img_06920,6,3,0.9995,45,3,1,0.3333,0.0222,0.0417
tr_img_06921,3,1,0.8898,4,1,1,1.0000,0.2500,0.4000
tr_img_06922,6,1,0.8584,10,1,0,0.0000,0.0000,0.0000
tr_img_06923,2,1,0.9363,4,1,0,0.0000,0.0000,0.0000
tr_img_06924,2,1,0.9875,4,1,0,0.0000,0.0000,0.0000
tr_img_06925,8,0,0.0000,3,0,0,0.0000,0.0000,0.0000
tr_img_06926,2,2,0.9048,2,2,1,0.5000,0.5000,0.5000
tr_img_06927,1,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06928,3,1,0.9962,1,1,1,1.0000,1.0000,1.0000
tr_img_06929,7,1,0.9957,2,1,1,1.0000,0.5000,0.6667
tr_img_06930,1,0,0.0000,9,0,0,0.0000,0.0000,0.0000
tr_img_06931,3,0,0.0000,5,0,0,0.0000,0.0000,0.0000
tr_img_06932,4,3,0.9862,3,3,2,0.6667,0.6667,0.6667
tr_img_06933,4,1,0.9989,4,1,1,1.0000,0.2500,0.4000
tr_img_06934,2,1,0.9934,1,1,0,0.0000,0.0000,0.0000
tr_img_06935,4,1,0.8695,1,1,0,0.0000,0.0000,0.0000
tr_img_06936,18,8,0.9697,6,8,5,0.6250,0.8333,0.7143
tr_img_06937,7,3,0.9210,2,3,1,0.3333,0.5000,0.4000
tr_img_06938,1,1,0.7846,2,1,0,0.0000,0.0000,0.0000
tr_img_06939,8,1,1.0000,5,1,1,1.0000,0.2000,0.3333
tr_img_06940,4,2,0.9900,3,2,2,1.0000,0.6667,0.8000
tr_img_06941,5,2,0.9953,4,2,2,1.0000,0.5000,0.6667
tr_img_06942,0,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06943,3,2,0.8405,5,2,1,0.5000,0.2000,0.2857
tr_img_06944,5,1,0.9307,6,1,0,0.0000,0.0000,0.0000
tr_img_06945,3,3,0.9157,3,3,1,0.3333,0.3333,0.3333
tr_img_06946,7,3,0.9180,7,3,2,0.6667,0.2857,0.4000
tr_img_06947,2,1,0.9386,2,1,0,0.0000,0.0000,0.0000
tr_img_06948,3,1,0.9969,1,1,1,1.0000,1.0000,1.0000
tr_img_06949,0,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06950,6,4,0.9993,3,4,2,0.5000,0.6667,0.5714
tr_img_06951,31,11,0.9562,12,11,4,0.3636,0.3333,0.3478
tr_img_06952,5,3,0.9833,6,3,3,1.0000,0.5000,0.6667
tr_img_06953,3,3,0.9098,5,3,2,0.6667,0.4000,0.5000
tr_img_06954,18,1,0.7973,4,1,0,0.0000,0.0000,0.0000
tr_img_06955,2,1,0.7471,2,1,1,1.0000,0.5000,0.6667
tr_img_06956,3,1,0.7780,5,1,0,0.0000,0.0000,0.0000
tr_img_06957,2,1,0.8834,1,1,0,0.0000,0.0000,0.0000
tr_img_06958,2,1,0.7856,2,1,0,0.0000,0.0000,0.0000
tr_img_06959,5,2,0.9584,3,2,1,0.5000,0.3333,0.4000
tr_img_06960,16,2,0.9359,4,2,2,1.0000,0.5000,0.6667
tr_img_06961,4,3,0.9936,3,3,3,1.0000,1.0000,1.0000
tr_img_06962,1,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06963,20,1,0.7281,29,1,0,0.0000,0.0000,0.0000
tr_img_06964,3,2,0.9914,8,2,2,1.0000,0.2500,0.4000
tr_img_06965,4,3,0.9955,3,3,2,0.6667,0.6667,0.6667
tr_img_06966,9,4,0.9586,5,4,0,0.0000,0.0000,0.0000
tr_img_06967,4,0,0.0000,4,0,0,0.0000,0.0000,0.0000
tr_img_06968,2,1,0.9685,1,1,1,1.0000,1.0000,1.0000
tr_img_06969,13,5,0.9045,7,5,4,0.8000,0.5714,0.6667
tr_img_06970,6,2,0.9720,7,2,1,0.5000,0.1429,0.2222
tr_img_06971,6,4,0.7274,69,4,5,1.2500,0.0725,0.1370
tr_img_06972,2,1,0.9657,3,1,1,1.0000,0.3333,0.5000
tr_img_06973,1,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06974,0,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06975,1,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06976,5,2,0.9077,3,2,0,0.0000,0.0000,0.0000
tr_img_06977,11,4,0.9649,4,4,3,0.7500,0.7500,0.7500
tr_img_06978,21,6,0.9646,8,6,3,0.5000,0.3750,0.4286
tr_img_06979,5,2,0.9995,7,2,1,0.5000,0.1429,0.2222
tr_img_06980,3,2,0.9829,2,2,1,0.5000,0.5000,0.5000
tr_img_06981,4,3,0.9975,3,3,3,1.0000,1.0000,1.0000
tr_img_06982,68,39,0.9659,60,39,15,0.3846,0.2500,0.3030
tr_img_06983,4,1,0.8033,12,1,0,0.0000,0.0000,0.0000
tr_img_06984,3,3,0.8697,2,3,0,0.0000,0.0000,0.0000
tr_img_06985,2,1,0.9934,2,1,1,1.0000,0.5000,0.6667
tr_img_06986,3,0,0.0000,2,0,0,0.0000,0.0000,0.0000
tr_img_06987,6,4,0.9987,7,4,3,0.7500,0.4286,0.5455
tr_img_06988,1,1,0.9998,1,1,1,1.0000,1.0000,1.0000
tr_img_06989,2,2,0.9945,10,2,2,1.0000,0.2000,0.3333
tr_img_06990,2,1,0.8977,1,1,0,0.0000,0.0000,0.0000
tr_img_06991,3,0,0.0000,2,0,0,0.0000,0.0000,0.0000
tr_img_06992,1,1,0.9878,1,1,0,0.0000,0.0000,0.0000
tr_img_06993,7,1,0.9994,2,1,0,0.0000,0.0000,0.0000
tr_img_06994,10,2,0.9998,2,2,2,1.0000,1.0000,1.0000
tr_img_06995,2,1,0.7984,2,1,0,0.0000,0.0000,0.0000
tr_img_06996,5,2,0.9844,2,2,0,0.0000,0.0000,0.0000
tr_img_06997,1,0,0.0000,1,0,0,0.0000,0.0000,0.0000
tr_img_06998,5,1,0.9664,2,1,1,1.0000,0.5000,0.6667
tr_img_06999,8,7,0.9711,7,7,2,0.2857,0.2857,0.2857
tr_img_07000,0,0,0.0000,3,0,0,0.0000,0.0000,0.0000
