Image,Total_Boxes,Avg_Conf,Japanese_Texts
tr_img_06408,14,0.9037,"ルミネ (0.988) | 休鹸型イ (0.817) | 伊豆ぐらんぱる公園 (0.936) | ゲラシイルミ (0.854) | 伊豆高原駅からタクシ (0.998) | 一で約10分 (0.981) | 球数俗単 (0.692) | 100万球! (0.828) | 来指定席秀か必要になります。 (0.898) | 指定席券はご乗車前に（みどりの窓口Ｉ 又は (0.927) | 全車指定席 (0.999) | 改札外の指定席券売機でお買い球めください。 (0.975)"
tr_img_06409,23,0.8711,"小田急・京王 (0.953) | 山川駅 (0.936) | 緑ヶ丘績環 (0.912) | 台団地経由 (0.877) | 中頂一丁目 (0.894) | 鷹台駅 (0.999) | 仙0í (0.839) | 仙川駅入口・前原公口経由 (0.932) | 狛江営業所 (0.980) | For komae cigyosho c夜間oa) (0.752) | 中原一丁目三鷹台団地 経由 (0.891) | つつじヶ丘駅北口 (1.000) | 丘22 (0.981) | (遠シ) (0.598) | （夜間のみ) (0.925) | 裏通り (0.792) | 小田急バス (0.999) | バスののは案内 (0.933)"
tr_img_06410,15,0.9006,"テンスン (0.583) | 真空氷潟 (0.785) | 冷凍 (1.000) | 節電 (0.981) | 冷蔵 (1.000) | 製氷 (0.996) | 冷却モード (0.974) | 真空チルド (0.980) | 操作部ロツク (0.928) | おそうじ (0.999) | デリシャス冷凍 (0.912) | (3ま0) (0.601) | (5秒押し) (0.938) | (3秒押し) (0.833)"
tr_img_06411,5,0.9099,"線路内立入禁止 (0.943) | 線路内に物を落した時は (0.999) | 駅係員へお知らせください (0.910)"
tr_img_06412,1,0.5703,"ミクスーツオームセシター (0.570)"
tr_img_06413,0,0.0000,""
tr_img_06414,6,0.8318,"構内徐行 (0.970) | 駐軍場入口 (0.921) | 車 (0.640) | 出口 (0.829)"
tr_img_06415,5,0.7965,"生活家電 (0.998) | テンタル (0.580) | お会計カウンター (0.998) | 永セール! (0.765) | 遊永セール! (0.642)"
tr_img_06416,2,0.8145,"通学路 (0.999) | 豊島区鶴 (0.630)"
tr_img_06417,0,0.0000,""
tr_img_06418,2,0.8188,"郵便 (0.941)"
tr_img_06419,13,0.9232,"日月極駐車場 (0.867) | (月極 (0.992) | 円) (0.996) | 無料駐車の場合はレッカー移動し (0.953) | 迷惑料として、3ＯＯＯ0円頂きます (0.833) | 北毎立地(株) (0.900) | お問い (0.863) | 合わせ (0.998) | 15丁目２番地3 (0.938) | 札幌市中央区大通西 (0.999)"
tr_img_06420,4,0.8887,"オリックス (0.924) | レンラカー (0.681)"
tr_img_06421,5,0.9309,"豊平区 (1.000) | 平一奈一丁目3 (0.668)"
tr_img_06422,3,0.8154,"合物出し入れの為 (0.896) | アの開閉に (1.000) | `だ意下さい (0.551)"
tr_img_06423,4,0.8458,"日本橋 (0.999) | 4ク (0.551) | 人形町 (0.985) | 二丁目 (0.848)"
tr_img_06424,2,0.9912,"度辺 (0.984)"
tr_img_06425,13,0.8724,"地下鉄北12条駅 (0.858) | 引日 (0.825) | 計智 (0.730) | 12天 (0.730) | 地鉄北２条站 (0.917) | 地鐵北12條站 (0.924)"
tr_img_06426,4,0.7683,"がのこがあったらすぐにあいた。 (0.637) | ことも110番 (0.765) | のお店 (0.868)"
tr_img_06427,37,0.8924,"清水産業・情報プラザ (0.951) | 信息市均 (0.817) | 清水声山 (0.891) | 豆剖刻 (0.529) | 圏 (0.878) | 百 (0.992) | 人口天弐 (0.531) | 市役所清水庁舎・清水区役所 (0.977) | 清水区役所 (0.975) | 市役所清水庁舎 (0.865) | 人裂 (0.562) | 人印テテ皇 (0.568) | 人口宝司人 (0.560) | 静鉄新清永駅 (0.955) | 静鉄 新清水站 (0.914) | 人天副 (0.800) | 清永年金事務所 (0.987) | 清水年金事矛所 (0.906) | 人I口天 (0.803)"
tr_img_06428,5,0.8977,"中 (1.000) | 丼 (0.664)"
tr_img_06429,4,0.9690,"日本橋 (0.972) | 人形町 (0.998) | 一丁目 (0.916)"
tr_img_06430,0,0.0000,""
tr_img_06431,9,0.7363,"九州・博多めし (0.959) | どげん (0.737) | 3げん (0.616) | 以L0111251-7899 (0.915) | どげんら三げん (0.520) | シキュリティ (0.740) | 北奈整備保障 (0.646) | マケ (0.513)"
tr_img_06432,0,0.0000,""
tr_img_06433,1,0.9999,""
tr_img_06434,2,0.9496,"木月天王森 (0.945)"
tr_img_06435,3,0.8775,"危険! (0.746) | 転車は降いりて (0.887) | 歩いて下さい (0.999)"
tr_img_06436,2,0.9429,"中の島1条3丁目 (0.896)"
tr_img_06437,1,0.8191,""
tr_img_06438,10,0.9506,"総武線(各駅停軍 (0.952) | 新小岩市川船橋千葉方面 (0.995)"
tr_img_06439,1,0.5608,"-テ` (0.561)"
tr_img_06440,6,0.9441,"三田駅 (0.999) | 都営地下鉄 (0.979)"
tr_img_06441,1,0.8563,"グリーンハイツ (0.856)"
tr_img_06442,6,0.9133,"まつむら (0.990) | 白動巻き上げ器 (0.920)"
tr_img_06443,6,0.8312,"元1B2 (0.567) | 東京都調布市仙川町8-5一 (0.931) | 佐藤 (0.929)"
tr_img_06444,3,0.9104,"とまとの酸味が (0.993) | しつかり (0.904)"
tr_img_06445,2,0.8827,"水車町丁目 (0.935)"
tr_img_06446,19,0.9162,"葵区役所 (1.000) | 静岡市役所 (1.000) | 人己 (0.585) | 義市役所 (0.831) | 葵区役所 (0.998) | 紺屋町 (1.000) | 呉服町 (0.984) | 勢屋町 (0.755) | 服町 (0.966) | ビOロトテ (0.545)"
tr_img_06447,19,0.9028,"新JIS対応 (0.988) | 五裕内透橋 (0.506) | KWh/年 (0.883) | 外 (0.999) | 形村方 (0.616) | 本体幅 (0.999) | 奥行 (1.000) | 高さ181．8 (0.966)"
tr_img_06448,4,0.9986,"中原区 (0.998) | 木月 (0.997) | 4丁目 (1.000)"
tr_img_06449,5,0.9150,"日本橋 (1.000) | 人形町 (0.986) | 丁目 (0.996)"
tr_img_06450,1,0.8911,""
tr_img_06451,1,0.7120,""
tr_img_06452,8,0.7006,"を去訴亡 (0.645) | とでの (0.588) | しこの生信号左折 (0.552) | り急な出責は当店で! (0.913) | Ｏで (0.561) | メジンビル (0.805) | パンヒル (0.647)"
tr_img_06453,0,0.0000,""
tr_img_06454,2,0.7925,""
tr_img_06455,2,0.9967,"中の島1条3丁目 (0.997)"
tr_img_06456,4,0.8945,"北海道産16 (0.999) | 統一ブランル (0.814) | 生稚葺 (0.801) | 北海道産 (0.964)"
tr_img_06457,9,0.9293,"昭和通つ口 (0.925) | 昭和路出口 (0.996) | 善子 (0.790) | 日比谷線 (0.994)"
tr_img_06458,2,0.8891,"ネッリトヨタ神奈ル (0.860) | ウエインズ武蔵小杉 (0.918)"
tr_img_06459,2,0.6713,"2-作 (0.689)"
tr_img_06460,11,0.8365,"山 (0.589) | 溜香 (0.547) | 人早O (0.761) | しぶゃ (0.866) | 恵比寿 (0.985) | 原宿 (0.901)"
tr_img_06461,1,0.5172,"コトーーアバマスロトラル (0.517)"
tr_img_06462,0,0.0000,""
tr_img_06463,4,0.7957,"厚手で丈夫、 (0.975) | 油も水分もしつかり吸収 (0.966) | 4ュ水 (0.535) | 日本 (0.706)"
tr_img_06464,17,0.9697,"静岡市役所清水庁善 (0.930) | 一ＪＲ清水駅 (0.929) | 清水テルサ (0.931)"
tr_img_06465,0,0.0000,""
tr_img_06466,6,0.9795,"中原区 (1.000) | 木月1丁目 (0.956)"
tr_img_06467,2,0.9370,""
tr_img_06468,3,0.7460,"わら (0.881)"
tr_img_06469,11,0.9646,"薄の限界に道る (0.906) | HＤＲ対応で (0.999) | ColorPrime技術で色域を (0.965) | スリムボデイ (0.991) | より一層広げる (0.962) | 星空もくつきり表現 (0.998) | スリム (0.995) | デザイン (1.000)"
tr_img_06470,6,0.9473,"南口 (1.000) | 南出口 (0.999) | 甘奢 (0.793) | 善子 (0.895)"
tr_img_06471,2,0.9726,"南13条西18丁目 (0.951)"
tr_img_06472,9,0.8455,"国道52号 (0.978) | 際枝 (0.604) | 水駅 (0.665)"
tr_img_06473,2,0.7427,"一ル (0.608) | やきとり及酒屋 (0.877)"
tr_img_06474,2,0.9422,"平岸1条2丁目 (0.889)"
tr_img_06475,1,0.8656,"伊藤義男 (0.866)"
tr_img_06476,7,0.8159,"乙る通信制 (0.877) | 距島学園 (0.763) | 高等学校 (0.999) | 浜目吉 (0.812) | キャンパス (0.942)"
tr_img_06477,3,0.9340,"幌平橋 (0.981)"
tr_img_06478,6,0.9315,"三橋 (0.991) | 弘帰 (0.790) | 有限会社 (0.986) | ム (0.853) | 構造設計 (1.000) | 一級建築士事務所 (0.970)"
tr_img_06479,2,0.6650,"本6B限定! (0.805) | ちやん (0.525)"
tr_img_06480,11,0.7916,"芥川龍多介主 (0.629) | 礼音森神ネ社 (0.843) | 浜光寺 (0.781) | 弘京太助住居跡 (0.696) | 現在地 (0.920) | 彩山検校の幸) (0.734) | し (0.936) | 本所蔵前教歩 (0.856)"
tr_img_06481,4,0.8740,"八重洲一丁目 (0.950)"
tr_img_06482,16,0.9223,"駐車社置番号を (0.839) | 押してくださ (0.998) | 番号を確認後 (0.977) | 精算ボタンを (0.996) | 精算 (0.997)"
tr_img_06483,7,0.7630,"オススメメニュー (0.922) | 一限定 (0.574) | 生チコ三ルク引 (0.735) | おのミバタドラ (0.751) | ジージクリーム (0.674) | 大福 (0.790)"
tr_img_06484,1,0.6151,"2月4(月) (0.615)"
tr_img_06485,3,0.9509,"中央バフ (0.893) | 幌平橋 (0.994) | 行啓通り整骨院 (0.966)"
tr_img_06486,2,0.9385,"宅赤橋 (0.961)"
tr_img_06487,9,0.8063,"総武線(各駅停車) (0.911) | 秋葉原新宿中野。上野戸面 (0.894)"
tr_img_06488,14,0.7980,"小田急バス (0.990) | 芦花公園駅前 (0.934) | 行先 (0.767) | 成02 (0.999) | 千歳烏山駅北口 (0.956) | ウンマンカ (0.722) | ご利用のお願い (0.935) | 現金進 (0.720) | IC運質 (0.525) | 大人220円 (0.836) | 大入216氏 (0.553) | 0発110月0月108日 (0.518)"
tr_img_06489,6,0.8103,"金 (0.540) | 公正 (0.977) | 取 (0.995) | は (0.741)"
tr_img_06490,12,0.9203,"改札外 (1.000) | 駅長事務室 (0.979) | お忘れもの承り所 (0.995) | 9人早企 (0.650) | 生小事列 (0.689)"
tr_img_06491,0,0.0000,""
tr_img_06492,3,0.6788,"阿原 (0.503) | 調布市緑ヶ丘２38 (0.727)"
tr_img_06493,17,0.9682,"清永駅 (0.928) | 静岡市役所清水庁善 (0.857) | 静鉄新清永駅 (0.951)"
tr_img_06494,3,0.7715,"六戸 (0.682) | 8丁目 (0.759)"
tr_img_06495,3,0.7211,"少0 (0.569)"
tr_img_06496,1,0.7148,""
tr_img_06497,1,0.6259,"家任手古の (0.626)"
tr_img_06498,8,0.9955,"マリンターミナル (0.999) | マリンビル (0.999)"
tr_img_06499,13,0.8097,"道 (0.996) | 快活 (0.975) | コミック (0.655) | インタ (0.865) | 女性専用エリア (0.857) | シャワー (0.990) | 店内完全分煙 (0.908) | 雪ビル1FV (0.686) | 朝和幌元初のとだわり。 (0.740)"
tr_img_06500,5,0.9174,"メロウ (0.992) | レジデンス (0.996) | 北野 (0.795) | 四目 (0.908)"
tr_img_06501,2,0.9510,"ロンジェヴィテ (0.902) | 元住吉 (1.000)"
tr_img_06502,2,0.9879,"飯田 (0.997)"
tr_img_06503,21,0.9586,"20分/200円 (0.999) | 60分/100円 (0.995) | 最大 (0.999) | 昼問最大 (0.936) | 料金 (1.000) | 3,000円 (0.967) | 月土 (0.968) | 夜間最大 (0.990) | 1200円 (1.000) | 日祝 (0.987) | 500円 (1.000) | 駐車場名 (0.999) | 日本橋人形町2丁 (0.999) | 目第3 (1.000)"
tr_img_06504,46,0.9781,"口田 (0.888) | 琴似2条5丁目 (0.999) | 琴似本通いり (0.867) | 西区役所 (1.000) | 西消防署琴似出張所 (0.999) | 西保健センター (0.980) | 琴似神社 (1.000) | 琴似小学校 (1.000) | 札幌市山の手図書館 (1.000) | 琴似市田兵村兵屋跡 (0.964) | 北洋銀行琴似中央支店 (0.999)"
tr_img_06505,4,0.8984,"中原区 (0.958) | 木月 (0.927) | 2丁目 (0.822)"
tr_img_06506,13,0.8819,"当駅で (0.999) | 使えます (0.998) | WiMaxに関す (0.873) | るお間い合つせはこち (0.788) | Uāお客様 (0.707) | 日0120-929-818 (0.947) | サボートセンタ (0.943) | 受付時間 (0.970) | 一2100(年中無休) (0.997)"
tr_img_06507,1,0.7904,"信庫 (0.790)"
tr_img_06508,4,0.8448,""
tr_img_06509,83,0.8674,"0人誓人 (0.704) | 堂副平司刻 (0.560) | フェルケール博物館 (0.955) | 清水港湾博物館 (0.927) | Verkehr博物館 (0.950) | 静鉄新清永駅 (0.934) | 静 (1.000) | 新清水站 (0.901) | 知医副 (0.690) | 市役所清水庁舎 (0.990) | 清水区役所 (0.977) | 市役所清水庁舎 (0.860) | 清水区役所 (0.991) | 人可医梨人 (0.520) | 内回医子墓 (0.569) | 清水産業 (0.998) | 情報プラザ (0.997) | 清水声山 (0.953) | 信息市塚 (0.796) | Δ皇 (0.659) | 豆斗亙 (0.533) | 日牡十の墓 (0.574) | 全目本検数協会清水出張所 (0.996) | 日新目本検定協会清水事務所 (0.977) | 2011年3月作成 (0.992) | 清水次郎長の生家口 (0.988) | 築地町町 (0.512) | 青水次郎北出生 (0.643) | 目の出町 (0.915) | 港町(2) (0.975) | 目本貨 (0.725) | 数協会清水事務所 (0.998) | 口 (0.658) | フェルケール博物館 (0.997) | 青水港高博物館 (0.680) | 清水町 (0.998) | 港町第二自治会館 (0.936) | 波川海フェルター川物山 (0.677) | キララシテイロ (0.830) | 清水市民活町センタ (0.899)"
tr_img_06510,3,0.8612,"日本槍 (0.849) | 人形町 (0.762)"
tr_img_06511,5,0.9823,"営業時間 (0.999) | 日祝 (0.997) | 牛繁 (0.981)"
tr_img_06512,2,0.8798,"山本 (0.995)"
tr_img_06513,41,0.8142,"カラオケよさに (0.809) | 1さん用等) (0.758) | Oショウビ (0.758) | Oア (0.869) | べ (0.669) | 藤田孝幸 (1.000) | で (0.912) | 清佐三男 (1.000) | VAN火4 (0.658) | ールルーム (0.966) | 示 (0.540) | のの (0.661) | ズラップ (0.723) | ダンスアカデミ (0.984) | スペース (0.988) | 中古レコードａCD (0.895) | 高価買取! (0.984) | まずはご相談下さい (0.996) | AM11:00PM20:001不定休! (0.880)"
tr_img_06514,6,0.9047,"中央区 (0.999) | 日本橋人形町二丁目区 (0.667)"
tr_img_06515,13,0.9048,"快活 (0.998) | カラオク (0.904) | コミツク (0.965) | インターネット (0.997) | マッシコ (0.959) | 景6時 (0.734) | 寄11時 (0.954)"
tr_img_06516,4,0.9396,"中原区 (0.999)"
tr_img_06517,16,0.9705,"月極駐車場 (0.920) | 口契約者以外の駐車は固く (0.999) | お断いします (0.986) | 口当駐車場内 (1.000) | での事故 (0.974) | 盗難等の責任は (0.999) | 切負いかねます (0.920) | 口騒音等、周りへの迷惑となる行為はおやめ下さい。 (0.979) | 口無断駐車を発見した場合はレツカ一移動し (0.973) | 罰金として金3万円申し受けします。 (0.960) | 連絡先：株式会社ブランシャール (0.984) | 満車 (0.999)"
tr_img_06518,2,0.9901,"水天宮前 (0.994)"
tr_img_06519,1,0.5365,""
tr_img_06520,3,0.8154,"リードは (0.943) | こちらをご利用ください。 (0.921) | ネッットョク神ラソ川ウエインス武蔵ソち (0.582)"
tr_img_06521,4,0.9673,"中原区 (1.000) | 木月 (0.987) | 8丁目 (0.884)"
tr_img_06522,5,0.8990,"サニーパレス仙川 (0.911) | 調布市仙川町8-6-3 (0.785) | ㈱伊藤企画 (0.893) | 管理 (0.997)"
tr_img_06523,13,0.9420,"ハンズを育てます (0.907) | お冬様の声が (0.982) | 接客応対について、ご意見・ご感想を (0.967) | お聞かせください。 (0.994) | いままで以上に (1.000) | 物をしていただけますよう、 (0.995) | ご意見・ご感想をお寄せください。 (0.960) | お客様に気持ちよく、お買い (0.999) | 東急ハンズは、 (0.990) | BOXに` (0.779) | お客様の声」 (0.991)"
tr_img_06524,4,0.9322,"中原区 (1.000)"
tr_img_06525,2,0.9982,"武田 (0.997)"
tr_img_06526,11,0.9180,"清永駅 (0.834) | 清水テルサ (0.985)"
tr_img_06527,2,0.9248,"タクシーのりは (0.993)"
tr_img_06528,1,0.5185,"ロの島しラャシい (0.519)"
tr_img_06529,8,0.8911,"ピー&レストラン (0.835) | カランドリエ (0.974) | イダルサロン (0.789) | スチュ (0.936) | 一ムサロン (0.813)"
tr_img_06530,25,0.8392,"1年防忠 (0.760) | 無臭 (0.993) | でよく効く (1.000) | 衣類防虫 (0.977) | タンスに (0.818) | ダミよは! (0.804) | (井出願中) (0.778) | クロ一ゼツト川 (0.722) | 防カビ剤配合 (0.994) | 新開発 (0.852) | スリムタイプ (0.998) | おり (0.555) | 防虫効果2O％UP! (0.862) | X当社比 (0.875) | オプンエッジ構造 (0.989) | 隅々まで早く広がる! (0.998) | おとリかえサイン付 (0.982) | 3酒入 (0.868) | 他の防虫剤とも併用できます (0.925) | (大型クローゼット1本分) (0.905) | マイラストは (0.689) | イメージア (0.803)"
tr_img_06531,2,0.7194,"大売由 (0.643)"
tr_img_06532,2,0.7426,"光天宮 (0.590)"
tr_img_06533,3,0.9333,"大橋龍治 (0.982) | 井手）愛子 (0.985) | 園田 (0.833)"
tr_img_06534,7,0.9722,"丸の内線西新宿駅 (1.000)"
tr_img_06535,8,0.9007,"時間貸 (0.978) | バイク (1.000) | 高さ制限2.1M (0.731)"
tr_img_06536,11,0.9360,"優れた明暗表現カ＆臨場感サウンド (0.953) | リビングが (0.998) | 照明などの映り込みを抑え (0.989) | 皇めきや金属の輝きも (0.908) | サウンドに包まれる (0.959) | 締まった黒を表現 (1.000) | リアルに再現 (1.000) | メガコントラスト＆直下型LＥD (0.962) | 「S0und 6yOnkvoはオンキョー株式会社の受ス西飛です (0.721)"
tr_img_06537,5,0.9292,"北海道テクノ (0.999) | サービス(株) (0.868) | 式者 (0.827)"
tr_img_06538,23,0.8842,"中島新聞舗 (0.959) | 岡新田 (0.669) | 目利工業新園 (0.605) | 乗車位置 (0.999) | 2両(6(7 (0.915) | 3両 (0.999) | 一部列車を除く (0.983) | 4両47 (0.997) | 5両 (0.988) | 6両 (0.999) | 旦 (0.642) | 8両 (1.000) | 9両 (0.998) | 待急ふじか (0.824) | 3両 (0.997) | 6両16 (0.887) | 足元の数字を (0.995) | お確かめください (1.000) | 清水駅 (0.998) | ロ小 (0.560)"
tr_img_06539,9,0.8754,"八王子 (0.993) | 府中 (1.000) | 吉祥寺 (1.000) | スクーン (0.626) | 別 (0.874)"
tr_img_06540,8,0.8672,"大鳥 (0.878) | 新大橋 (0.795) | 清川橋 (0.824) | 川橋通の (0.973)"
tr_img_06541,2,0.7685,"鉄板居酒屋 (0.897) | にしよつ (0.640)"
tr_img_06542,4,0.9222,"学校法久札幌慈売学園 (0.921) | 札幌第一幼稚園 (0.844) | 札幌新陽高祭 (0.971) | 札幌商科専 (0.953)"
tr_img_06543,11,0.9406,"Ｒ全線きつぷうりば (0.865) | 自動き (0.931) | 今 (0.966) | 自動きつぷうり (0.879)"
tr_img_06544,4,0.7172,"豊平区 (0.999) | 中の島1条3丁目1 (0.758) | なか (0.519) | しま (0.592)"
tr_img_06545,0,0.0000,""
tr_img_06546,16,0.9129,"営業時間のご案内 (0.995) | 新車販 (0.992) | サニビス受付 (0.922) | 緊急連絡先のご案内 (0.990) | フォルクスワーゲンカスタマーセンター (0.999) | (フリーフォン) (0.944) | JAFロードサービス (0.998)"
tr_img_06547,3,0.7705,"清水区 (0.806)"
tr_img_06548,1,0.5371,"南3西丁丁ミ三 (0.537)"
tr_img_06549,10,0.8987,"ギャラリー青蘭 (0.964) | 古物商青蘭 (0.995) | 北海道公安委員会 (0.991) | 許司第559号 (0.929) | 美術品 (0.999) | 交通事故 (0.992) | 仕事での (1.000) | 労保険 (0.765)"
tr_img_06550,2,0.8540,"水重町丁巨 (0.748)"
tr_img_06551,0,0.0000,""
tr_img_06552,5,0.9350,"3ドア乗車口 (0.766) | 平日の (1.000) | 0時00分 (0.951) | 初電午前 (0.959) | は座席のご利用ができません (0.999)"
tr_img_06553,3,0.8369,"秋田美酒 (0.922) | ほ元系 (0.644)"
tr_img_06554,37,0.8178,"3/5ａで (0.730) | 3/5ąで (0.824) | 迎光臨 (0.859) | 0人 (0.822) | 免税 (1.000) | 大決算 (0.671) | ブランドフレーム (0.990) | レンズ (0.999) | 開催中! (0.999) | 西島隆弘 (0.705)"
tr_img_06555,0,0.0000,""
tr_img_06556,35,0.9129,"ずおかけんちよう (0.935) | 静岡県庁 (0.997) | 静図具庁 (0.775) | しずおかしやくしよ (0.989) | 静岡市役所 (0.999) | 静図市役所 (0.982) | 人天堂外人 (0.548) | あよいくゃくしよ (0.891) | 葵区役所 (1.000) | 葵区役所 (1.000) | すんぷじょうこうえん (0.993) | 図真男 (0.546) | 駿府城公園 (1.000) | 洞 (0.948) | 府城公園 (0.965) | 金平丞 (0.695) | しんしずおかえき。ばすた一みなる (0.981) | 新静岡駅・バスターミナル (0.951) | 印印目 (0.577) | 新静図站汽準冬点站 (0.855) | 聞人 (0.741)"
tr_img_06557,8,0.9104,"祥不出害。 (0.665) | なので (0.997) | でまませんo (0.757)"
tr_img_06558,7,0.8162,"クポタ (0.796) | おもちゃの (0.990) | アララモデル (0.691) | 売つてます! (0.985)"
tr_img_06559,5,0.7368,"駐車を雨遠雨下さい (0.575) | 株 (1.000) | 新大商店 (0.676) | の (0.900)"
tr_img_06560,5,0.6875,"男 (0.724) | は (0.981) | ナンミ (0.587)"
tr_img_06561,16,0.7844,"コミー052 (0.601) | タンダード(20グ (0.816) | デラックス3,05250円 (0.910) | 日視日3800円 (0.821) | サービスタイム (0.958) | 1部 (0.703) | 宿泊 (0.994) | 7100円 (0.693) | 月木日 (0.714) | (金)田 (0.694) | 20時)22時10時 (0.900)"
tr_img_06562,1,0.9982,"バイク (0.998)"
tr_img_06563,11,0.9292,"元住吉 (0.862) | 元住吉 (1.000) | Y8ルマ百古 (0.613) | 日吉 (1.000) | もとすみよし (1.000) | 武蔵小杉 (0.998)"
tr_img_06564,6,0.7564,"握り７貫、茶瑤蒸しかに汁代 (0.749) | 1,580円 (0.943) | 元祖 (0.951) | 全て税抜価格です。別途、消老 (0.832) | お (0.556)"
tr_img_06565,4,0.8927,""
tr_img_06566,6,0.8986,"すてしや (0.614) | 上天井弁当 (0.988) | 天井弁当 (0.997) | 463円(500円) (0.941) | 621円(670円) (0.945)"
tr_img_06567,1,0.9943,""
tr_img_06568,9,0.7439,"00:イW4 (0.657) | テレビ付! (0.717) | 元俗中 (0.564) | 観 (0.843) | ATV紋喫中! (0.646) | で宣会最大150名様 (0.986)"
tr_img_06569,1,0.9999,"お願い (1.000)"
tr_img_06570,3,0.8646,"人形町通り (0.942)"
tr_img_06571,0,0.0000,""
tr_img_06572,17,0.9380,"清水駅 (0.988) | 三保 (0.988) | 沼津 (0.999) | 清水港 (0.996) | 興津 (1.000) | ののまえ (0.553)"
tr_img_06573,11,0.9210,"株式 (0.996) | 会社 (1.000) | 販売・ (0.944) | 車検 (0.999) | 修理 (1.000) | 中部運輸局指 (0.931) | 株式会社 (1.000)"
tr_img_06574,11,0.9501,"明治座 (0.871) | 都営浜町駅 (0.988) | 兵町運動公園 (0.992)"
tr_img_06575,2,0.9558,"五丁目 (0.981)"
tr_img_06576,1,0.9941,"段差注意 (0.994)"
tr_img_06577,1,0.5145,""
tr_img_06578,4,0.8135,"ここは日本橋 (0.950) | LI琶印人 (0.782) | 日本橋 (0.784)"
tr_img_06579,9,0.8449,"静岡北物 (0.842) | 枚 (1.000) | 黒はしべん (0.608) | は (0.816) | 円 (1.000) | 火説き・フライ (0.837) | 大受えびかさろ (0.697)"
tr_img_06580,11,0.9062,"中央区 (0.998) | 南4条西1丁目2 (0.833) | ロ (0.569)"
tr_img_06581,3,0.8718,"日本橋 (0.830) | 人形町 (0.921)"
tr_img_06582,2,0.9619,"中の島1条3丁目 (0.927)"
tr_img_06583,11,0.9863,"庵 原 (0.939) | 藤枝 (1.000) | 清水駅 (0.995) | 静清BP (0.989)"
tr_img_06584,3,0.8821,"日本橋 (0.998) | 人形町 (0.953) | ミ丁目 (0.696)"
tr_img_06585,18,0.7296,"スリンデング不キパーて (0.549) | メシンペンスペークソンクワン (0.639) | モンテススパークリクエソシル (0.769) | レイクデレル (0.738) | ブリユットブレミエ (0.669) | アレマチラ (0.911) | (イクリア) (0.693) | モytス (0.516) | マラボラス (0.546)"
tr_img_06586,4,0.9936,"中原区 (0.997) | 木月 (0.992) | 2丁目 (0.987)"
tr_img_06587,7,0.7720,"より (0.974) | 住跨中 (0.553)"
tr_img_06588,7,0.9249,"東京メト口 (0.976) | 日本橋駅 (0.999)"
tr_img_06589,2,0.7307,"東京都星田区山国22一2 (0.742) | 昭界山の3年 (0.720)"
tr_img_06590,7,0.9014,"ここは (0.999) | 中西 (0.593) | 北電興業(株)及い (0.861)"
tr_img_06591,6,0.9263,"昼飲み (0.986) | 朝飲リ (0.897) | 大歓迎! (0.847) | 500円 (1.000)"
tr_img_06592,9,0.9102,"白洋舎元住吉店 (0.972) | 営業時間 (0.986) | 水曜日・第三木曜日 (0.863) | 休日 (0.998)"
tr_img_06593,7,0.9297,"追力の (0.729) | 重低音 (1.000) | USB接続 (0.958) | 高出力20℃h (0.843)"
tr_img_06594,9,0.7758,"ばんん (0.503) | ク一トロ一シ申込後 (0.652) | 貸店鯖 (0.859) | 名動産 (0.967) | エビント (0.513) | の約5分 (0.848) | 店 (1.000) | 店 (0.671)"
tr_img_06595,3,0.7388,"ブリリアン1 (0.749) | 山慶大前 (0.799)"
tr_img_06596,5,0.8554,"中原区 (0.914)"
tr_img_06597,7,0.9522,"中央区 (0.913)"
tr_img_06598,2,0.7766,"16台 (0.769) | 式城石井群軍場種 (0.784)"
tr_img_06599,4,0.9897,"日本橋 (1.000) | 人形町 (0.991) | 一丁目 (0.968)"
tr_img_06600,7,0.9112,"肉ゃ魚を急速に冷やして (0.984) | 鮮度長持ち! (0.941) | 整理しやすい!２段チルド (0.970) | 除菌脱臭 (0.887) | おいしさ (0.999) | ープ! (0.865)"
tr_img_06601,1,0.7182,"てービつかえます (0.718)"
tr_img_06602,6,0.8912,"清水区 (0.977) | 富士見町 (0.827) | み (1.000) | ちよら (0.857) | 寸 (0.816)"
tr_img_06603,3,0.7705,"藤森茂樹 (0.808)"
tr_img_06604,11,0.9589,"藤枝 (1.000) | 東静岡駅 (0.999) | 浜松 (0.998) | 静清B.P (0.983) | この先200ｍ (0.920)"
tr_img_06605,2,0.7699,"食 (0.819)"
tr_img_06606,4,0.8647,"医療法人 (0.968) | 社団 (1.000) | おおしま転科 (0.515)"
tr_img_06607,1,0.5384,"東ロバニウビル (0.538)"
tr_img_06608,0,0.0000,""
tr_img_06609,2,0.8373,"南13条西6丁目 (0.939)"
tr_img_06610,20,0.9207,"観光案内所 (0.999) | 京王 (0.966) | ねニのて…カウンター (0.894)"
tr_img_06611,4,0.9735,"日本橋 (0.999) | 人形町 (1.000) | 一丁目 (0.996)"
tr_img_06612,1,0.6330,"芝イビル (0.633)"
tr_img_06613,13,0.7938,"英会舌都安室 (0.752) | レッスソ時ビ) (0.513) | の44 (0.947) | つ (0.764)"
tr_img_06614,3,0.9575,"港区 (0.994) | 慶大正門前 (0.880)"
tr_img_06615,4,0.9959,"中原区 (0.999) | 木月 (0.997) | 2丁目 (0.999)"
tr_img_06616,2,0.8565,"きよ (0.954) | 信託世じめ判た (0.759)"
